x	y
-4.58573215775917	5.54380565582321e-06
-4.55085972600273	1.02795433571039e-05
-4.51598729424628	1.80965985995051e-05
-4.48111486248983	3.03286108382111e-05
-4.44624243073338	4.91475157309789e-05
-4.41136999897694	7.58508369540038e-05
-4.37649756722049	0.000111584013537934
-4.34162513546404	0.000156811141664411
-4.3067527037076	0.000211373994912003
-4.27188027195115	0.000271891274006708
-4.2370078401947	0.000334245905572397
-4.20213540843825	0.000393164931470894
-4.16726297668181	0.000441418149259295
-4.13239054492536	0.000474021184384844
-4.09751811316891	0.000487359458459646
-4.06264568141247	0.000479970420643335
-4.02777324965602	0.000452251116629126
-3.99290081789957	0.000410606743495671
-3.95802838614312	0.000361639263225888
-3.92315595438668	0.000313130238511206
-3.88828352263023	0.000274460166869041
-3.85341109087378	0.000252656969723756
-3.81853865911734	0.000253277590314839
-3.78366622736089	0.000280383488087611
-3.74879379560444	0.000336674397461395
-3.71392136384799	0.000418051543578197
-3.67904893209155	0.000519451999283375
-3.6441765003351	0.000633217064197711
-3.60930406857865	0.00074832551194198
-3.5744316368222	0.000853456216120442
-3.53955920506576	0.000939721316995392
-3.50468677330931	0.00100105192241029
-3.46981434155286	0.00103711432662665
-3.43494190979642	0.00105778497188931
-3.40006947803997	0.00107769456933742
-3.36519704628352	0.00111777072485794
-3.33032461452707	0.00120509250104959
-3.29545218277063	0.00136020743963086
-3.26057975101418	0.00160017632180515
-3.22570731925773	0.00193813580554799
-3.19083488750129	0.00237633739821805
-3.15596245574484	0.00289946458717188
-3.12109002398839	0.00349066922423981
-3.08621759223194	0.00412982975973571
-3.0513451604755	0.00479274130606594
-3.01647272871905	0.00545893338793036
-2.9816002969626	0.0061149769917311
-2.94672786520616	0.00675159965270384
-2.91185543344971	0.00736506264954627
-2.87698300169326	0.0079571459787497
-2.84211056993681	0.00853169306665241
-2.80723813818037	0.00909600017056323
-2.77236570642392	0.00966438655265213
-2.73749327466747	0.0102562886550916
-2.70262084291103	0.0108963466320813
-2.66774841115458	0.0116190656025143
-2.63287597939813	0.012458039024752
-2.59800354764168	0.0134362759224952
-2.56313111588524	0.0145713529555678
-2.52825868412879	0.0158776154996536
-2.49338625237234	0.0173412664798002
-2.45851382061589	0.0189340801595152
-2.42364138885945	0.0206250462539358
-2.388768957103	0.0223813370709691
-2.35389652534655	0.0241677098993447
-2.31902409359011	0.0259661926499828
-2.28415166183366	0.0277781083172745
-2.24927923007721	0.0296319280138795
-2.21440679832076	0.0315830078250888
-2.17953436656432	0.0337044379646503
-2.14466193480787	0.0360853070946429
-2.10978950305142	0.0388542208081574
-2.07491707129498	0.0421007302619796
-2.04004463953853	0.0458962954167272
-2.00517220778208	0.0502951492424379
-1.97029977602563	0.0553609218843227
-1.93542734426919	0.0610308059106292
-1.90055491251274	0.0672229468890568
-1.86568248075629	0.0738267458918279
-1.83081004899985	0.0807034354619614
-1.7959376172434	0.0876514420000965
-1.76106518548695	0.0944995060218208
-1.7261927537305	0.101095865065563
-1.69132032197406	0.107287556329768
-1.65644789021761	0.113042241026052
-1.62157545846116	0.118379571675285
-1.58670302670471	0.123380366924334
-1.55183059494827	0.12818544696285
-1.51695816319182	0.133011525544311
-1.48208573143537	0.138054396691701
-1.44721329967893	0.14349789691787
-1.41234086792248	0.149550954507324
-1.37746843616603	0.156275774570103
-1.34259600440958	0.163721407536209
-1.30772357265314	0.171899043054619
-1.27285114089669	0.180818108352102
-1.23797870914024	0.190337724615746
-1.2031062773838	0.200334873146169
-1.16823384562735	0.210645608293382
-1.1333614138709	0.221041607881761
-1.09848898211445	0.231255652176297
-1.06361655035801	0.24104441605452
-1.02874411860156	0.250178882738679
-0.993871686845113	0.258444842231159
-0.958999255088666	0.265837910540827
-0.924126823332219	0.272401100396687
-0.889254391575772	0.278252112876552
-0.854381959819324	0.283590317357976
-0.819509528062877	0.288695992755853
-0.78463709630643	0.293795641222249
-0.749764664549983	0.29909328491585
-0.714892232793535	0.304755059198967
-0.680019801037088	0.310823442854909
-0.645147369280641	0.317280903438949
-0.610274937524194	0.324046039135884
-0.575402505767746	0.330955508432217
-0.5405300740113	0.337808362243794
-0.505657642254852	0.344424761074438
-0.470785210498405	0.350639265071963
-0.435912778741958	0.356344978512
-0.401040346985511	0.361559741716816
-0.366167915229064	0.366342350037164
-0.331295483472617	0.370787113380486
-0.296423051716169	0.375020589066702
-0.261550619959722	0.379142024746767
-0.226678188203275	0.383183255090377
-0.191805756446827	0.387107217391892
-0.156933324690381	0.390806137227072
-0.122060892933933	0.394150815816004
-0.0871884611774858	0.397001308832511
-0.0523160294210392	0.399202644151087
-0.0174435976645917	0.400667651147086
0.0174288340918558	0.401399007272556
0.0523012658483024	0.401418211956351
0.0871736976047499	0.400751904073305
0.122046129361197	0.399489796662251
0.156918561117644	0.39771971531618
0.191790992874092	0.395484551856912
0.226663424630538	0.392773589283806
0.261535856386986	0.389573152243985
0.296408288143433	0.385851940833193
0.33128071989988	0.381555704166473
0.366153151656327	0.376596280910734
0.401025583412775	0.370961560604161
0.435898015169221	0.364675889413787
0.470770446925669	0.357779511995349
0.505642878682116	0.35031698541867
0.540515310438563	0.342415451215963
0.57538774219501	0.334187788414519
0.610260173951458	0.325726771314753
0.645132605707905	0.317105203680154
0.680005037464352	0.308396773838261
0.7148774692208	0.299652983952562
0.749749900977246	0.290921872098606
0.784622332733694	0.282266204065577
0.819494764490141	0.273747073482975
0.854367196246588	0.265415652145682
0.889239628003035	0.257305202658915
0.924112059759482	0.249430401707416
0.958984491515929	0.2417261144734
0.993856923272377	0.234105327732181
1.02872935502882	0.226463817468844
1.06360178678527	0.218679108782763
1.09847421854172	0.210679368110772
1.13334665029817	0.202440835343993
1.16821908205461	0.193990379933934
1.20309151381106	0.185407957564095
1.23796394556751	0.176843286228089
1.27283637732395	0.168448225190182
1.3077088090804	0.160379874096737
1.34258124083685	0.152831088396562
1.3774536725933	0.145873011503928
1.41232610434974	0.139549880860861
1.44719853610619	0.133847623277453
1.48207096786264	0.128703631627252
1.51694339961908	0.123911599120887
1.55181583137553	0.119286438100722
1.58668826313198	0.114641692430314
1.62156069488843	0.10980427977337
1.65643312664487	0.104708618912269
1.69130555840132	0.0993648903517923
1.72617799015777	0.0938518720386043
1.76105042191421	0.0883147642832859
1.79592285367066	0.0829092978718436
1.83079528542711	0.077751870959197
1.86566771718356	0.0729186480157144
1.90054014894	0.0684315560122599
1.93541258069645	0.0642171544138503
1.9702850124529	0.0601966669057741
2.00515744420935	0.0562869645978171
2.04002987596579	0.0524168869801247
2.07490230772224	0.0485544327313716
2.10977473947869	0.0447102679925904
2.14464717123513	0.0409291783286191
2.17951960299158	0.0372853137187173
2.21439203474803	0.0338403220166415
2.24926446650448	0.030646807188804
2.28413689826092	0.0277467097344975
2.31900933001737	0.0251513332347212
2.35388176177382	0.0228245245932744
2.38875419353026	0.0207308913736304
2.42362662528671	0.0188338156332377
2.45849905704316	0.0170906506570744
2.49337148879961	0.0154650963007848
2.52824392055605	0.0139433652923722
2.5631163523125	0.0125293931819
2.59798878406895	0.0112359497211225
2.63286121582539	0.0100747837010432
2.66773364758184	0.00906125796976364
2.70260607933829	0.00821340792802291
2.73747851109474	0.0075325876024814
2.77235094285118	0.00700445930757479
2.80722337460763	0.00661325925187723
2.84209580636408	0.00634079403903552
2.87696823812053	0.00615412087713274
2.91184066987697	0.00601936534265751
2.94671310163342	0.00590703527681977
2.98158553338987	0.00578824381236656
3.01645796514631	0.00563867065614939
3.05133039690276	0.00544503941728447
3.08620282865921	0.00520209137003834
3.12107526041565	0.00491129555203247
3.1559476921721	0.00458811160962726
3.19082012392855	0.00425217440216737
3.225692555685	0.00392380780087752
3.26056498744144	0.00362504788181696
3.29543741919789	0.00337049969100546
3.33030985095434	0.00316600531356949
3.36518228271079	0.00301113166014198
3.40005471446723	0.00290121977371871
3.43492714622368	0.00282148352145681
3.46979957798013	0.00275834293780683
3.50467200973657	0.00270000008231533
3.53954444149302	0.0026360445546492
3.57441687324947	0.00255989504228762
3.60928930500592	0.00246802285345376
3.64416173676236	0.00235818085764573
3.67903416851881	0.00222726640323732
3.71390660027526	0.00207547490877541
3.7487790320317	0.00190298606207842
3.78365146378815	0.00171128395432314
3.8185238955446	0.00150326541499169
3.85339632730105	0.0012869205615765
3.88826875905749	0.00107033225130259
3.92314119081394	0.000862085277560617
3.95801362257039	0.000672312639147841
3.99288605432684	0.00050618609587229
4.02775848608328	0.000366985794180928
4.06263091783973	0.000255609018265472
4.09750334959618	0.000172375403985898
4.13237578135262	0.000111568407368609
4.16724821310907	6.91265020394383e-05
4.20212064486552	4.09666902827057e-05
4.23699307662197	2.36293358578577e-05
4.27186550837841	1.30099758413209e-05
4.30673794013486	6.81897443524332e-06
