group	x	y
1	-0.707106781186548	0.000757058081328617
1	-0.701560845647829	0.000857857544645896
1	-0.696014910109112	0.000971121796634651
1	-0.690468974570393	0.00109825902303384
1	-0.684923039031675	0.00124081892725167
1	-0.679377103492957	0.00140050476374109
1	-0.673831167954239	0.00157918613622466
1	-0.668285232415521	0.00177891257970227
1	-0.662739296876803	0.00200192794188569
1	-0.657193361338085	0.00225068557586201
1	-0.651647425799367	0.00252786435135577
1	-0.646101490260649	0.0028363854869076
1	-0.640555554721931	0.00317943019958135
1	-0.635009619183213	0.00356045816242654
1	-0.629463683644495	0.00398322675283335
1	-0.623917748105777	0.00445181106710313
1	-0.618371812567059	0.00497062466800471
1	-0.612825877028341	0.00554444102278689
1	-0.607279941489623	0.00617841557906634
1	-0.601734005950905	0.00687810841521713
1	-0.596188070412187	0.00764950739036236
1	-0.590642134873469	0.00849905170683762
1	-0.585096199334751	0.00943365578508899
1	-0.579550263796033	0.0104607333374333
1	-0.574004328257315	0.0115882215129961
1	-0.568458392718597	0.0128246049715256
1	-0.562912457179879	0.0141789397287337
1	-0.557366521641161	0.0156608766004379
1	-0.551820586102443	0.0172806840571712
1	-0.546274650563725	0.0190492702852154
1	-0.540728715025007	0.0209782042343353
1	-0.535182779486289	0.0230797354169828
1	-0.529636843947571	0.0253668122085853
1	-0.524090908408853	0.0278530983838817
1	-0.518544972870135	0.0305529876103365
1	-0.512999037331417	0.0334816156066268
1	-0.507453101792699	0.036654869662283
1	-0.501907166253981	0.0400893952039874
1	-0.496361230715263	0.0438025990850245
1	-0.490815295176545	0.0478126492671646
1	-0.485269359637827	0.0521384705590945
1	-0.479723424099109	0.0567997360726113
1	-0.474177488560391	0.0618168540574257
1	-0.468631553021673	0.0672109497777941
1	-0.463085617482955	0.0730038420995595
1	-0.457539681944237	0.0792180144647389
1	-0.451993746405519	0.0858765799427558
1	-0.446447810866801	0.0930032400629736
1	-0.440901875328083	0.100622237152499
1	-0.435355939789365	0.108758299926449
1	-0.429810004250647	0.11743658210511
1	-0.424264068711929	0.126682593863768
1	-0.41871813317321	0.13652212595649
1	-0.413172197634492	0.146981166394805
1	-0.407626262095774	0.158085809606032
1	-0.402080326557056	0.169862158043868
1	-0.396534391018338	0.182336216275665
1	-0.39098845547962	0.195533777626372
1	-0.385442519940902	0.209480303518254
1	-0.379896584402184	0.224200795707868
1	-0.374350648863466	0.239719661687087
1	-0.368804713324748	0.256060573582852
1	-0.36325877778603	0.273246320960282
1	-0.357712842247312	0.291298658005411
1	-0.352166906708594	0.310238145636467
1	-0.346620971169876	0.330083989165813
1	-0.341075035631158	0.35085387220767
1	-0.33552910009244	0.372563787598976
1	-0.329983164553722	0.395227866171364
1	-0.324437229015004	0.418858204280667
1	-0.318891293476286	0.443464691065674
1	-0.313345357937568	0.469054836469375
1	-0.30779942239885	0.495633601112799
1	-0.302253486860132	0.523203229163014
1	-0.296707551321414	0.551763085382072
1	-0.291161615782696	0.581309497581938
1	-0.285615680243978	0.611835605740923
1	-0.28006974470526	0.643331219059246
1	-0.274523809166542	0.675782682244221
1	-0.268977873627824	0.70917275231886
1	-0.263431938089106	0.743480487240562
1	-0.257886002550388	0.778681147598834
1	-0.25234006701167	0.814746112632026
1	-0.246794131472952	0.851642811762759
1	-0.241248195934234	0.889334672799796
1	-0.235702260395516	0.927781087890457
1	-0.230156324856798	0.966937398232381
1	-0.22461038931808	1.00675489846665
1	-0.219064453779362	1.04718086157621
1	-0.213518518240644	1.08815858500457
1	-0.207972582701926	1.12962745859066
1	-0.202426647163208	1.17152305478649
1	-0.19688071162449	1.21377724148682
1	-0.191334776085772	1.25631831765373
1	-0.185788840547054	1.29907117176643
1	-0.180242905008336	1.34195746296761
1	-0.174696969469618	1.38489582461417
1	-0.1691510339309	1.42780208977343
1	-0.163605098392182	1.47058953803669
1	-0.158059162853464	1.51316916285295
1	-0.152513227314746	1.55544995841669
1	-0.146967291776028	1.59733922497797
1	-0.14142135623731	1.63874289128084
1	-0.135875420698591	1.67956585267999
1	-0.130329485159874	1.71971232333623
1	-0.124783549621155	1.75908620075122
1	-0.119237614082438	1.79759144077144
1	-0.113691678543719	1.83513244107312
1	-0.108145743005001	1.87161443103418
1	-0.102599807466283	1.90694386580784
1	-0.0970538719275653	1.94102882233689
1	-0.0915079363888474	1.97377939498779
1	-0.0859620008501293	2.00510808844163
1	-0.0804160653114113	2.03493020545458
1	-0.0748701297726933	2.06316422709462
1	-0.0693241942339753	2.08973218307439
1	-0.0637782586952572	2.11456000983205
1	-0.0582323231565393	2.13757789406337
1	-0.0526863876178212	2.15872059947804
1	-0.0471404520791032	2.17792777464224
1	-0.0415945165403851	2.19514423987565
1	-0.0360485810016672	2.21032025129501
1	-0.0305026454629491	2.22341174023667
1	-0.0249567099242312	2.23438052644534
1	-0.0194107743855131	2.24319450358604
1	-0.0138648388467951	2.2498277958177
1	-0.00831890330807705	2.2542608843598
1	-0.00277296776935909	2.25648070318562
1	0.00277296776935898	2.25648070318562
1	0.00831890330807705	2.2542608843598
1	0.013864838846795	2.2498277958177
1	0.0194107743855131	2.24319450358604
1	0.024956709924231	2.23438052644534
1	0.0305026454629491	2.22341174023667
1	0.0360485810016671	2.21032025129501
1	0.0415945165403851	2.19514423987565
1	0.0471404520791031	2.17792777464224
1	0.0526863876178212	2.15872059947804
1	0.0582323231565392	2.13757789406337
1	0.0637782586952572	2.11456000983205
1	0.0693241942339752	2.08973218307439
1	0.0748701297726933	2.06316422709462
1	0.0804160653114112	2.03493020545458
1	0.0859620008501293	2.00510808844163
1	0.0915079363888472	1.97377939498779
1	0.0970538719275653	1.94102882233689
1	0.102599807466283	1.90694386580784
1	0.108145743005001	1.87161443103418
1	0.113691678543719	1.83513244107313
1	0.119237614082437	1.79759144077144
1	0.124783549621155	1.75908620075122
1	0.130329485159873	1.71971232333623
1	0.135875420698591	1.67956585267999
1	0.141421356237309	1.63874289128084
1	0.146967291776028	1.59733922497797
1	0.152513227314745	1.5554499584167
1	0.158059162853464	1.51316916285295
1	0.163605098392182	1.47058953803669
1	0.1691510339309	1.42780208977343
1	0.174696969469618	1.38489582461417
1	0.180242905008336	1.34195746296761
1	0.185788840547054	1.29907117176643
1	0.191334776085772	1.25631831765373
1	0.19688071162449	1.21377724148682
1	0.202426647163208	1.17152305478649
1	0.207972582701926	1.12962745859066
1	0.213518518240644	1.08815858500457
1	0.219064453779362	1.04718086157621
1	0.22461038931808	1.00675489846665
1	0.230156324856798	0.966937398232382
1	0.235702260395516	0.927781087890458
1	0.241248195934234	0.889334672799796
1	0.246794131472952	0.851642811762759
1	0.25234006701167	0.814746112632026
