x	y
1	1.00252123682996
2	0.713826442048708
3	0.587737605465852
4	0.506412197055027
5	0.436694619828088
6	0.413671329573174
7	0.398572603767118
8	0.353013864109334
9	0.321876614829303
10	0.315162240261141
11	0.290043646056405
12	0.297476213369906
13	0.283492168632244
14	0.263266618036408
15	0.253157758357788
16	0.250138166079098
17	0.246743664576887
18	0.237354118220274
19	0.240202709470689
20	0.227732537152809
21	0.220716276740301
22	0.20826483485343
23	0.211865998633635
24	0.199400984897502
25	0.202417745247324
26	0.19610023840463
27	0.194630075582265
28	0.186168044647427
29	0.186692244471824
30	0.193007964026845
31	0.180816201613757
32	0.178450566879082
33	0.176405595946773
34	0.167304906399865
35	0.171688302211659
36	0.172591027524319
37	0.161385679126337
38	0.165253692714572
39	0.158344890244581
40	0.159521605551406
41	0.153385288845481
42	0.155096634204487
43	0.154693420729848
44	0.152858711443376
45	0.152548814675516
46	0.147252827036526
47	0.144439643586466
48	0.140684912310978
49	0.141224892535002
50	0.141767242443775
