x	y
1	1
2	0.707106781186548
3	0.577350269189626
4	0.5
5	0.447213595499958
6	0.408248290463863
7	0.377964473009227
8	0.353553390593274
9	0.333333333333333
10	0.316227766016838
11	0.301511344577764
12	0.288675134594813
13	0.277350098112615
14	0.267261241912424
15	0.258198889747161
16	0.25
17	0.242535625036333
18	0.235702260395516
19	0.229415733870562
20	0.223606797749979
21	0.218217890235992
22	0.21320071635561
23	0.208514414057075
24	0.204124145231932
25	0.2
26	0.196116135138184
27	0.192450089729875
28	0.188982236504614
29	0.185695338177052
30	0.182574185835055
31	0.179605302026775
32	0.176776695296637
33	0.174077655955698
34	0.171498585142509
35	0.169030850945703
36	0.166666666666667
37	0.164398987305357
38	0.162221421130763
39	0.160128153805087
40	0.158113883008419
41	0.156173761888606
42	0.154303349962092
43	0.152498570332605
44	0.150755672288882
45	0.149071198499986
46	0.147441956154897
47	0.145864991497895
48	0.144337567297406
49	0.142857142857143
50	0.14142135623731
