group	x	y
1	-0.637611730903982	0.000127958466361608
1	-0.632633144681081	0.000194173211047601
1	-0.627654558458179	0.000288947100597822
1	-0.622675972235277	0.000418867231361705
1	-0.617697386012376	0.000599207824098242
1	-0.612718799789474	0.000837890876102043
1	-0.607740213566573	0.00114429886781759
1	-0.602761627343671	0.00154065709952956
1	-0.597783041120769	0.00202619638278881
1	-0.592804454897868	0.00261008129498799
1	-0.587825868674966	0.00330189588269822
1	-0.582847282452064	0.00408720228946207
1	-0.577868696229163	0.00496072430953235
1	-0.572890110006261	0.00590239966436057
1	-0.567911523783359	0.00688156133820021
1	-0.562932937560458	0.00786621435111798
1	-0.557954351337556	0.00881430622038402
1	-0.552975765114654	0.00969083891660088
1	-0.547997178891753	0.010444743771692
1	-0.543018592668851	0.0110536537353446
1	-0.538040006445949	0.0115003327349699
1	-0.533061420223048	0.0117568834027669
1	-0.528082834000146	0.0118564756539104
1	-0.523104247777244	0.0118208311468014
1	-0.518125661554343	0.0116965652501985
1	-0.513147075331441	0.0115570623965509
1	-0.508168489108539	0.0114819584921978
1	-0.503189902885638	0.011574142025485
1	-0.498211316662736	0.0119143195985871
1	-0.493232730439834	0.0126295101608392
1	-0.488254144216933	0.0138018323673665
1	-0.483275557994031	0.0154841644993044
1	-0.478296971771129	0.0178103778196349
1	-0.473318385548228	0.0207615418727761
1	-0.468339799325326	0.024350148422304
1	-0.463361213102425	0.0286372762338831
1	-0.458382626879523	0.0335081114637851
1	-0.453404040656621	0.0389316043842443
1	-0.44842545443372	0.04484997278697
1	-0.443446868210818	0.0511304328105609
1	-0.438468281987916	0.0577000919279347
1	-0.433489695765015	0.064449781137566
1	-0.428511109542113	0.0712810397486156
1	-0.423532523319211	0.0781138315445859
1	-0.41855393709631	0.0848748810009284
1	-0.413575350873408	0.0915198330904076
1	-0.408596764650506	0.0979929707042753
1	-0.403618178427605	0.104292396718845
1	-0.398639592204703	0.1104146643607
1	-0.393661005981801	0.116356584437484
1	-0.3886824197589	0.122168700686499
1	-0.383703833535998	0.127891418528981
1	-0.378725247313096	0.133598587153535
1	-0.373746661090195	0.139379589344078
1	-0.368768074867293	0.145353973920894
1	-0.363789488644391	0.151667658392112
1	-0.35881090242149	0.15844093449918
1	-0.353832316198588	0.165896785534914
1	-0.348853729975686	0.174172375781438
1	-0.343875143752785	0.183384715240797
1	-0.338896557529883	0.193828154342315
1	-0.333917971306982	0.205497580882705
1	-0.32893938508408	0.218499131173222
1	-0.323960798861178	0.233036081262049
1	-0.318982212638277	0.248978766717088
1	-0.314003626415375	0.266399046838107
1	-0.309025040192473	0.285322259926084
1	-0.304046453969572	0.305577315780872
1	-0.29906786774667	0.327202665576849
1	-0.294089281523768	0.350095614355851
1	-0.289110695300867	0.374118913094184
1	-0.284132109077965	0.399332044037844
1	-0.279153522855063	0.425620829465406
1	-0.274174936632162	0.452957485044402
1	-0.26919635040926	0.481548538276612
1	-0.264217764186358	0.511367295949794
1	-0.259239177963457	0.542607533127198
1	-0.254260591740555	0.575676554967111
1	-0.249282005517653	0.610697501366742
1	-0.244303419294752	0.648125618284568
1	-0.23932483307185	0.688466065641505
1	-0.234346246848948	0.731859505587675
