x	y
1	0.766959090367982
2	0.759086567746133
3	0.537521550821255
4	0.401289150467171
5	0.0035326634015342
6	0.855608072103513
7	0.134043734006439
8	0.806517911082696
9	0.312553548127578
10	0.443592587886633
11	0.449148069665652
12	0.345631206411253
13	0.893581018461564
14	0.852300801765077
15	0.239807823323384
16	0.498832720725438
17	0.640636716197717
18	0.80959520112229
19	0.0180023308866591
20	0.347763701737692
21	0.748370700510858
22	0.207845275039549
23	0.654149560271575
24	0.32238066307131
25	0.719308117203012
26	0.342909938751171
27	0.0228824245006906
28	0.513308411372814
29	0.755769070984325
30	0.338064541404735
31	0.400176206753769
32	0.670741907161576
33	0.0261513746221702
34	0.882940205115217
35	0.287611611304375
36	0.18766507108859
37	0.77667373195549
38	0.3460735136661
39	0.934040918717371
40	0.715813366841389
41	0.0477464179981634
42	0.239660359289823
43	0.358738797132489
44	0.191904115462613
45	0.247743419775402
46	0.394720712960784
47	0.526121254490825
48	0.97357810417538
49	0.930860476367884
50	0.886732208615481
