x	y	key	showSelected1
1	1.00252123682996	1	n = 1
2	0.713826442048708	2	n = 2
3	0.587737605465852	3	n = 3
4	0.506412197055027	4	n = 4
5	0.436694619828088	5	n = 5
6	0.413671329573174	6	n = 6
7	0.398572603767118	7	n = 7
8	0.353013864109334	8	n = 8
9	0.321876614829303	9	n = 9
10	0.315162240261141	10	n = 10
11	0.290043646056405	11	n = 11
12	0.297476213369906	12	n = 12
13	0.283492168632244	13	n = 13
14	0.263266618036408	14	n = 14
15	0.253157758357788	15	n = 15
16	0.250138166079098	16	n = 16
17	0.246743664576887	17	n = 17
18	0.237354118220274	18	n = 18
19	0.240202709470689	19	n = 19
20	0.227732537152809	20	n = 20
21	0.220716276740301	21	n = 21
22	0.20826483485343	22	n = 22
23	0.211865998633635	23	n = 23
24	0.199400984897502	24	n = 24
25	0.202417745247324	25	n = 25
26	0.19610023840463	26	n = 26
27	0.194630075582265	27	n = 27
28	0.186168044647427	28	n = 28
29	0.186692244471824	29	n = 29
30	0.193007964026845	30	n = 30
31	0.180816201613757	31	n = 31
32	0.178450566879082	32	n = 32
33	0.176405595946773	33	n = 33
34	0.167304906399865	34	n = 34
35	0.171688302211659	35	n = 35
36	0.172591027524319	36	n = 36
37	0.161385679126337	37	n = 37
38	0.165253692714572	38	n = 38
39	0.158344890244581	39	n = 39
40	0.159521605551406	40	n = 40
41	0.153385288845481	41	n = 41
42	0.155096634204487	42	n = 42
43	0.154693420729848	43	n = 43
44	0.152858711443376	44	n = 44
45	0.152548814675516	45	n = 45
46	0.147252827036526	46	n = 46
47	0.144439643586466	47	n = 47
48	0.140684912310978	48	n = 48
49	0.141224892535002	49	n = 49
50	0.141767242443775	50	n = 50
